,text
683,"RT @ShockUhDeliCA: Oscars, good luck trying to one up Golden Globes.  Cuz they had former President Bill Mack Daddy Clinton as presenter!!! #GoldenGlobes"
684,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
685,RT @VanityFair: “What an exciting special guest. That was Hillary Clinton's husband!” - Amy Poehler on guest presenter/#GoldenGlobes star Bill Clinton
686,"RT @stevenportnoy: Man, Bill Clinton reads a TelePrompTer better than most of the actors presenting #GoldenGlobes"
687,"RT @mousterpiece: Dear #GoldenGlobes folks: for future reference, just let SNL alums host your show. And do all the presenting. And the acceptance speeches."
688,RT @elalexgoncalves: Bill Clinton presenta #Lincoln en los #GoldenGlobes pfff puntazo pa la producción!
689,Let's have more Tina/Amy and Will/ Kristen moments then awkward presenters and speeches. #GoldenGlobes
690,That was just a good category all round. Wigg and Ferrell presenting. Lawrence winning. Good job foreign press association #goldenglobes
691,Wig and Ferrell- very funny but I don't think I've ever seen the orchestra try to cut off the presenters. #GoldenGlobes
692,JAJAJAJAJA RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
693,Why is EVERY nominee or presenter featured in EVERY ad? Is this on purpose? Because stop. #GoldenGlobes
694,Jennifer Lawrence wins the golden globe!And Kristen Wiig was hilarious presenting! But Jennifer Lawrence! #GoldenGlobes #JenniferLawrence
695,RT @adorocinema: Bill Clinton apresentando Lincoln mostra que o filme de Steven Spielberg não está para brincadeira na corrida pelo Oscar. #GoldenGlobes
696,"Will Ferrall and Kristen Wiig presenting = best. thing. ever.! ""And YOU...GET OUTTTT!!!"" #goldenglobes"
697,RT @elalexgoncalves: Bill Clinton presenta #Lincoln en los #GoldenGlobes pfff puntazo pa la producción!
698,Bill Clinton presentando Lincon y después Jennifer Lawrence win best actress comedy movie :D #GoldenGlobes
699,Ok this will b my only tweet about the Golden Globes but Tommy Lee Jones is a DICK!  Will and Kristen KILLED it! Best presenters evah!!!
700,RT @adorocinema: Bill Clinton apresentando Lincoln mostra que o filme de Steven Spielberg não está para brincadeira na corrida pelo Oscar. #GoldenGlobes
701,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
702,"RT @1075amor: Gran sorpresa el ex Presidente, Bill Clinton, presenta un preview de Lincoln de Steven Spielberg. #GoldenGlobes"
703,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
704,"RT @LysssaJoyce: Will Ferrell and Kristen Wiig presenting right now, best combo of the Golden Globes haha"
705,RT @YoshikiOfficial: http://t.co/CLvf9y3f　Golden Globes News! I'm presenting the award on stage!! Can't tell you what category but Watch the show!! Love you!
706,Kristin Wiig and Will Ferrell are so far the best presenters of #GoldenGlobes
707,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
708,Kristen Wiig and Will Ferrel&gt;&gt;&gt;&gt;every other presenter EVER! #GoldenGlobes
709,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
710,RT @mo_JOE_marino: Kristen Wiig and Will Ferrel presenting and Jennifer Lawrence winning &gt;&gt;&gt;&gt;&gt;&gt; best part of the night #goldenglobes
711,Gossip Girl apresentando galera #GoldenGlobes
712,I'm glad he didn't just awkwardly look at the camera while presenting. #GoldenGlobes #Office
713,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
714,"#GoldenGlobes o primeiro vestido bonito que vi hj foi o dessa mulher q ta apresentando ai,  nao sei quem e!"
715,Kristen Wiig and Will Ferrell presenting at the #GoldenGlobes were hilarious #sogood
716,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
717,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
718,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
719,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
720,Os apresentadores elogiando o Max Greenfield &lt;3&lt;3 ele arrasa! #GoldenGlobes
721,RT @adorocinema: Bill Clinton apresentando Lincoln mostra que o filme de Steven Spielberg não está para brincadeira na corrida pelo Oscar. #GoldenGlobes
722,RT @DiarioPresente_: BILL CLINTON en los #GoldenGLobes presentando el trailer de la Pelicula LINCOLN
723,"The pairing of presenters tonight is excellent, each couple really compliments the other... #GoldenGlobes"
724,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
725,"RT @EonlineLatino: El Ex Presidente de los Estado Unidos, Bill Clinton, presenta un preview de Lincoln de Steven Spielberg. #GoldenGlobes"
726,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
727,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
728,"Vou encomendar na próxima vez no GG que EVITEM COLOCAR APRESENTADORES COM NOME KRISTEN, isso faz meu coração parar... #GoldenGlobes"
729,Qué es esto? Por qué Jamie Foxx presenta su propia película? #GoldenGlobes
730,Tommy Lee Jones intense scowling was the best part of Will Ferrel and Kristen Wiig's presentation #GoldenGlobes
731,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
732,"Aquí el trailer para Django Unchained, nominada a los #GoldenGlobes. http://t.co/0iFoDigL. Presentado por Jamie Foxx."
733,"Otro gane para Game Change, Ed Harris gana y presenta Kristen Bell (embarazada) #GoldenGlobes"
734,Marion represents french beauty #GoldenGlobes
735,@bobel_head I didn't know you were presenting at the #GoldenGlobes
736,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
737,La Megan Fox no deja de ser puta cuando presenta un premio #GoldenGlobes
738,¡Qué parejita! Megan Fox con Johan Hill... presentan Mejor Actriz de Reparto en una Película: ANNE HATHAWAY por Les Mis #GoldenGlobes
739,Megan Fox y Jonah Hill presentan a la Mejor actriz de reparto: Anne Hathaway por Los Miserables #GoldenGlobes
740,OMG...Tommy Lee Jones' face during Kristen Wiig and Will Ferrell's presentation was PRICELESS! #GoldenGlobes
741,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
742,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
743,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
744,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
745,Robert Downey Jr. I Jane Lynch estan presents a la gala. Els dos guapissims. #Glad #GoldenGlobes
746,That last award was tweeted seconds before it was presented... #GoldenGlobes #TapeDelay
747,RT @FriendsShow: I gotta say it. Is it me or have some of these presenters been awkward when trying to be funny tonight? #GoldenGlobes
748,"RT @CNNMex: El expresidente Bill Clinton presenta la cinta 'Lincoln', ""una guía para futuros presidentes"" #GoldenGlobes http://t.co/HgHLAy4S"
749,"RT @TNTbr: Megan Fox, sempre linda, está no palco do  #GoldenGlobes para apresentar o prêmio de melhor atriz Coadjuvante"
750,"Rob Presents at the 2013 Golden Globes Awards Live in Beverly Hills, CA (Media Videos Only) http://t.co/rG1miAXR"
751,"RT @eorlins: I LOVE that the #GoldenGlobes have President Clinton presenting. #lovehim

We should sync tweets. Just know I am RT everything"
752,Megan Fox and Jonah Hill are the first presenters to pronounce les miserables like Americans #goldenglobes
753,Thank God Best Supporting Actress is presented first in the Oscars because Anne Hathaway looked like she was going to implode #goldenglobes
754,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
755,"Btw que hace presentando Megan Fox un premio como este, cuando ella nunca actuó nada bien? #atrevida #goldenglobes espero réplicas XD"
756,My Original #girlcrush #MeganFox #goldenglobes #presenter #gorgeous (as always) http://t.co/XnIkpxql
757,RT @colehaan: The BEST award presentation of life. #willferrell #kirstenwiig #GoldenGlobes
758,Missing  the @GoldenGlobes for an english presentation and a math test. Waiting for tomorrow to end...watch it be the longest day
759,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
760,Is anyone there watching the presenters! #GoldenGlobes
761,RT @aroliveros: Después q B. Clinton presenta Lincoln en los #GoldenGlobes es claro quien va a ganar mejor política
762,RT @Iaura_bozzo: Espero que en cualquier momento salga Hugo Chavez también a presentar un premio. #GoldenGlobes
763,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
764,RT @janetdirks: #goldenglobes Will Ferrell &amp; Kristen Whig were hilarious as presenters. So what was up with a grumpy-looking Tommy Lee Jones? Lighten up!
765,RT @adorocinema: Bill Clinton apresentando Lincoln mostra que o filme de Steven Spielberg não está para brincadeira na corrida pelo Oscar. #GoldenGlobes
766,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
767,RT @elalexgoncalves: Bill Clinton presenta #Lincoln en los #GoldenGlobes pfff puntazo pa la producción!
768,Jonah Hill and Megan Fox? The presenter arranger has a sick sense of humor. #GoldenGlobes
769,@johnkrasinski presented on golden globes and they kept taking the camera away from his face this is not acceptable he deserves a spotlight
770,@Southern1DLover he was at the Golden Globes presenting so i guess not.
771,RT @Filmsteria: BILL CLINTON presenta Lincoln en los #GoldenGlobes
772,"Buenas.noches @TNTLA ...buena la presentación de los #goldenglobes desde güiria,venezuela"
773,The Kristin Wiig / Will Ferrell presentation was priceless and what they did is not easy! #GoldenGlobes
774,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, ... http://t.co/dRnUftXM"
775,Kristen Wiig and Will Ferrell deserve an award for the best presenters #GoldenGlobes
776,RT @ANNZac: Every time they show a wide shot in a Les Miserables clip reel it's a wild and unfair misrepresentation of that film #GoldenGlobes
777,Loved Kristen Wiig &amp; Will Ferrell as #GoldenGlobes presenters! Hysterical as always :)
778,Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
779,"Drinking game: Take a shot every time a presenter butchers the pronunciation of ""Les Miserables."" #GoldenGlobes"
780,Presenting at the Golden Globes is the peak of Robert Pattinson's career.
781,i love these celeb match ups for presenting awards #GoldenGlobes
782,"Robert Pattinson e Amanda Seyfried apresentaram o prêmio de Melhor Roteiro, que foi para Quentin Tarantino, por Django Livre! #GoldenGlobes"
783,Why are all the presenters so angry looking?! #GoldenGlobes
784,Escuchando a mi maravilloso #robertpattinson presentando el mejor guion. Me alegra que no se margine de hollywood:) #GoldenGlobes
785,RT @OKMagazine: Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
786,RT @crazybritish: A Rob siempre lo llaman para presentar algo en los #GoldenGlobes
787,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
788,RT @slackmistress: The guy who is the star of the worst book series ever is presenting the screenplay award. #GoldenGlobes
789,RT @slackmistress: The guy who is the star of the worst book series ever is presenting the screenplay award. #GoldenGlobes
790,Robert Pattinson on stage presenting at the Golden Globes !!!! http://t.co/bKltiYEo
791,"RT @estebannmacias: Salma Hayek, Jennifer López y Jessica Alba! Tres presentadoras latinas seguidas! #hotashell #goldenglobes"
792,“@keithurbHAN: And hello #rpatz!!! #GoldenGlobes” I had no idea he was presenting! Yummy surprise :p
793,"Amnda gak msuk nminsi ya??  @saschi4869: Oooo... Robert Pattinson and Amanda Seyfried are presenting.. #GoldenGlobes"""
794,"RT @CarolynHinsey: All the actors could take a lesson from Bill Clinton, the best presenter by far at the #GoldenGlobes. #SpeakSlowly #CarryABigStick"
795,@JLo looked gorgeous tonight presenting with Jason!!!! #GoldenGlobes
796,"I know Les Miserables is a long, French title, but some of these presenters are still pronouncing it as they leave the stage. #GoldenGlobes"
797,"RT @goldenglobes: Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/ncN5s7aA"
798,"Jeremy Irons, nuestro Scar favorito, presenta LaPescaDelSalmónEnYemen #GlobosDeOro #GoldenGlobes Qué acento! #Fans"
799,Obviously Jeremy Irons is presenting Salmon Fishing in the Yemen. #GoldenGlobes
800,Las carajitas pubertas del mundo acaban de tener un orgasmo por ver Robert Patoson presentando un premio en los #GoldenGlobes
801,I wouldn't accept an award if Scar was the one presenting. #NeverForget #GoldenGlobes
802,Jeremy Irons is presenting #SalmonFishingInTheYemen #GoldenGlobes
803,It always amazes me how bad actors are at presenting awards when they're ACTORS. Like as a job. In life. #GoldenGlobes
804,"Now presenting: Scar, from the Lion King. #GoldenGlobes"
805,Robert e Amanda apresentando juntos... 2009 feelings aflorando aqui! :D #GoldenGlobes
806,"Ya vi lo que quería de los #GoldenGlobes: my Rob ""@epnebelle: Rob and Amanda presenting http://t.co/Ix7zssB1"""
807,Estas 2 Presentadoras tienen menos chichis que todos los videos de Belinda #GoldenGlobes
